date,product_id,category,state,city,store_format,season,price,discount,past_sales,stock_on_hand,reorder_level,lead_time_days,demand
2025-02-26,IN-SKU-11901,FMCG,Maharashtra,Nagpur,Convenience Store,winter,187.42,35,318.0,223,45,6,283.92
2024-05-15,IN-SKU-11902,Home Care,Delhi NCR,Delhi,Convenience Store,summer,366.36,23,37.0,307,148,2,132.75
2025-04-18,IN-SKU-11903,FMCG,Telangana,Hyderabad,Convenience Store,summer,332.96,30,126.0,123,75,6,168.3
2024-07-29,IN-SKU-11904,Home Care,Karnataka,Bengaluru,Supermarket,monsoon,566.79,30,114.0,355,52,5,151.95
2023-07-08,IN-SKU-11905,Electronics,Karnataka,Mysuru,Supermarket,monsoon,4380.46,13,213.0,225,72,5,188.54
2024-11-04,IN-SKU-11906,Staples,Maharashtra,Mumbai,Supermarket,festival,283.02,35,292.0,374,51,2,328.53
2024-08-21,IN-SKU-11907,Home Care,Maharashtra,Mumbai,Online,monsoon,135.4,8,,311,154,4,217.43
2024-09-03,IN-SKU-11908,FMCG,Karnataka,Mysuru,Hypermarket,monsoon,167.2,38,266.0,53,173,2,291.36
2024-01-12,IN-SKU-11909,Perishables,Telangana,Hyderabad,Convenience Store,winter,94.56,9,140.0,238,47,5,182.47
2024-03-04,IN-SKU-11910,Home Care,Telangana,Hyderabad,Convenience Store,summer,426.33,36,40.0,304,139,7,133.04
2023-03-14,IN-SKU-11911,Personal Care,Maharashtra,Mumbai,Supermarket,summer,610.55,9,265.0,147,147,10,204.37
2023-07-21,IN-SKU-11912,Personal Care,Kerala,Kochi,Online,monsoon,895.32,33,80.0,297,71,8,157.77
2024-06-09,IN-SKU-11913,Personal Care,Telangana,Warangal,Convenience Store,summer,327.54,14,55.0,251,70,4,126.62
2023-04-25,IN-SKU-11914,Home Care,Maharashtra,Mumbai,Convenience Store,summer,86.97,11,161.0,194,109,3,164.15
2024-06-05,IN-SKU-11915,FMCG,Kerala,Kozhikode,Supermarket,summer,421.6,13,312.0,22,162,2,288.59
2025-11-11,IN-SKU-11916,Perishables,Karnataka,Mysuru,Hypermarket,festival,183.16,27,78.0,417,118,8,204.14
2023-08-15,IN-SKU-11917,Perishables,Delhi NCR,Delhi,Supermarket,monsoon,26.72,17,99.0,177,156,3,177.49
2023-04-08,IN-SKU-11918,Perishables,Delhi NCR,Noida,Online,summer,244.88,37,298.0,302,46,7,297.33
2025-09-18,IN-SKU-11919,Electronics,Delhi NCR,Delhi,Convenience Store,monsoon,6462.21,20,135.0,407,148,10,95.4
2025-10-12,IN-SKU-11920,Perishables,Delhi NCR,Noida,Hypermarket,festival,239.38,4,171.0,43,154,10,240.87
2024-04-17,IN-SKU-11921,Home Care,Telangana,Warangal,Supermarket,summer,635.66,9,296.0,272,84,3,211.91
2024-01-22,IN-SKU-11922,FMCG,Karnataka,Bengaluru,Convenience Store,winter,35.49,15,102.0,282,61,9,173.74
2025-07-29,IN-SKU-11923,Staples,Maharashtra,Pune,Hypermarket,monsoon,124.3,11,204.0,419,133,10,223.55
2023-09-18,IN-SKU-11924,Electronics,Karnataka,Mysuru,Supermarket,monsoon,6256.58,36,54.0,328,117,10,106.6
2023-01-18,IN-SKU-11925,Perishables,Maharashtra,Nagpur,Hypermarket,winter,134.89,24,244.0,218,162,10,276.64
2025-06-23,IN-SKU-11926,Personal Care,Delhi NCR,Delhi,Hypermarket,summer,816.18,32,165.0,392,161,4,188.65
2023-02-05,IN-SKU-11927,Personal Care,Maharashtra,Mumbai,Convenience Store,winter,880.04,30,,159,110,4,179.39
2023-09-01,IN-SKU-11928,FMCG,Karnataka,Mysuru,Online,monsoon,367.8,36,51.0,358,73,6,190.3
2025-11-07,IN-SKU-11929,Personal Care,Telangana,Hyderabad,Supermarket,festival,333.3,11,299.0,311,170,7,268.69
2024-09-13,IN-SKU-11930,Personal Care,Maharashtra,Pune,Hypermarket,monsoon,154.76,10,254.0,38,100,3,246.19
2023-09-30,IN-SKU-11931,FMCG,Karnataka,Mysuru,Online,monsoon,420.62,12,164.0,28,69,2,197.77
2024-06-23,IN-SKU-11932,FMCG,Telangana,Warangal,Supermarket,summer,151.46,6,,218,108,10,241.99
2023-12-20,IN-SKU-11933,Perishables,Delhi NCR,Noida,Convenience Store,winter,202.6,2,260.0,184,132,9,237.79
2023-12-07,IN-SKU-11934,Perishables,Karnataka,Bengaluru,Supermarket,winter,266.56,14,38.0,128,121,8,173.33
2024-07-02,IN-SKU-11935,FMCG,Karnataka,Mysuru,Convenience Store,monsoon,138.79,27,306.0,112,101,10,262.22
2024-08-27,IN-SKU-11936,Home Care,Maharashtra,Pune,Supermarket,monsoon,725.11,14,108.0,270,66,6,128.8
2025-01-18,IN-SKU-11937,Personal Care,Karnataka,Mysuru,Hypermarket,winter,569.57,30,140.0,48,179,7,172.68
2024-11-30,IN-SKU-11938,Staples,Delhi NCR,Delhi,Supermarket,festival,384.85,1,244.0,314,100,8,251.4
2023-09-16,IN-SKU-11939,Perishables,Maharashtra,Pune,Online,monsoon,223.55,20,52.0,117,53,4,135.63
2023-02-22,IN-SKU-11940,Perishables,Maharashtra,Nagpur,Convenience Store,winter,188.66,23,92.0,334,72,2,165.49
2024-04-21,IN-SKU-11941,Perishables,Telangana,Hyderabad,Convenience Store,summer,89.53,24,190.0,23,112,7,237.65
2025-08-15,IN-SKU-11942,Personal Care,Kerala,Kochi,Hypermarket,monsoon,788.34,20,140.0,397,158,8,153.04
2023-10-01,IN-SKU-11943,Home Care,Kerala,Kozhikode,Supermarket,festival,241.5,27,63.0,324,65,10,156.49
2024-09-27,IN-SKU-11944,Electronics,Karnataka,Bengaluru,Supermarket,monsoon,8973.42,31,124.0,269,74,7,104.51
2023-07-30,IN-SKU-11945,FMCG,Tamil Nadu,Coimbatore,Hypermarket,monsoon,90.82,22,128.0,180,155,10,200.98
2025-03-30,IN-SKU-11946,FMCG,Delhi NCR,Gurugram,Convenience Store,summer,73.88,36,263.0,371,57,8,284.54
2024-05-13,IN-SKU-11947,Staples,Kerala,Kozhikode,Supermarket,summer,451.7,10,161.0,91,61,10,168.15
2025-04-15,IN-SKU-11948,Home Care,Karnataka,Bengaluru,Supermarket,summer,493.22,21,142.0,97,58,4,175.45
2023-01-05,IN-SKU-11949,Electronics,Kerala,Thiruvananthapuram,Online,winter,2563.75,6,189.0,78,58,6,175.23
2023-03-24,IN-SKU-11950,Electronics,Maharashtra,Pune,Hypermarket,summer,2039.53,22,303.0,76,58,9,241.44
2024-12-18,IN-SKU-11951,FMCG,Telangana,Hyderabad,Supermarket,winter,245.87,7,272.0,70,112,2,234.32
2024-03-20,IN-SKU-11952,Perishables,Maharashtra,Mumbai,Convenience Store,summer,110.82,21,219.0,387,52,4,235.54
2023-03-05,IN-SKU-11953,FMCG,Telangana,Hyderabad,Convenience Store,summer,316.19,2,311.0,303,56,2,233.83
2023-03-19,IN-SKU-11954,Staples,Delhi NCR,Delhi,Online,summer,153.32,32,290.0,419,72,5,289.01
2024-06-01,IN-SKU-11955,Home Care,Maharashtra,Pune,Convenience Store,summer,715.91,39,171.0,375,49,4,186.39
2024-05-02,IN-SKU-11956,Staples,Karnataka,Mysuru,Convenience Store,summer,77.31,13,236.0,55,120,8,248.31
2024-05-10,IN-SKU-11957,Perishables,Tamil Nadu,Coimbatore,Supermarket,summer,,24,126.0,100,113,8,180.96
2023-12-08,IN-SKU-11958,Perishables,Telangana,Warangal,Hypermarket,winter,153.57,9,219.0,255,104,5,237.02
2025-11-22,IN-SKU-11959,Perishables,Telangana,Warangal,Online,festival,172.4,29,210.0,223,64,8,266.28
2025-07-28,IN-SKU-11960,Personal Care,Kerala,Kochi,Hypermarket,,280.21,36,93.0,340,108,7,163.7
2024-01-14,IN-SKU-11961,Staples,Maharashtra,Mumbai,Hypermarket,winter,600.32,40,125.0,337,61,2,203.52
2023-01-26,IN-SKU-11962,FMCG,Tamil Nadu,Coimbatore,Supermarket,winter,375.9,39,141.0,237,113,10,215.07
2024-04-25,IN-SKU-11963,Staples,Tamil Nadu,Chennai,Online,summer,354.07,39,206.0,289,94,4,222.81
2025-07-30,IN-SKU-11964,Personal Care,Telangana,Warangal,Supermarket,monsoon,648.35,14,111.0,128,59,7,103.86
2023-10-01,IN-SKU-11965,Staples,Delhi NCR,Gurugram,Hypermarket,festival,92.82,40,253.0,85,104,2,307.98
2023-06-27,IN-SKU-11966,Staples,Maharashtra,Pune,Hypermarket,summer,153.64,28,237.0,86,131,2,273.0
2023-03-04,IN-SKU-11967,Personal Care,Karnataka,Mysuru,Hypermarket,summer,398.25,37,158.0,156,173,4,216.76
2024-06-24,IN-SKU-11968,Perishables,Kerala,Thiruvananthapuram,Online,summer,83.2,31,29.0,271,105,2,167.88
2024-10-23,IN-SKU-11969,Perishables,Kerala,Thiruvananthapuram,Hypermarket,festival,171.61,5,102.0,240,139,10,202.15
2024-08-07,IN-SKU-11970,Home Care,Karnataka,Mysuru,Supermarket,monsoon,468.47,9,110.0,46,70,3,146.85
2023-11-10,IN-SKU-11971,Electronics,Delhi NCR,Noida,Hypermarket,festival,6696.13,10,137.0,93,142,5,195.62
2025-06-19,IN-SKU-11972,Perishables,Delhi NCR,Gurugram,Supermarket,summer,198.17,1,173.0,395,74,7,202.77
2023-05-18,IN-SKU-11973,Home Care,Tamil Nadu,Chennai,Hypermarket,summer,574.58,23,71.0,419,110,5,141.5
2023-05-09,IN-SKU-11974,Home Care,Telangana,Warangal,Online,summer,398.73,32,148.0,353,126,7,207.29
2023-10-04,IN-SKU-11975,Perishables,Telangana,Warangal,Convenience Store,festival,71.09,18,141.0,359,107,7,218.43
2023-08-26,IN-SKU-11976,Staples,Telangana,Hyderabad,Hypermarket,monsoon,459.12,18,64.0,227,87,2,141.71
2025-12-08,IN-SKU-11977,Staples,Tamil Nadu,Coimbatore,Hypermarket,winter,480.75,0,42.0,182,51,3,125.18
2025-12-06,IN-SKU-11978,Electronics,Tamil Nadu,Coimbatore,Supermarket,winter,3143.35,14,178.0,208,150,10,186.29
2025-02-24,IN-SKU-11979,Perishables,Telangana,Warangal,Convenience Store,winter,186.58,30,44.0,304,164,5,150.07
2023-07-15,IN-SKU-11980,Electronics,Maharashtra,Mumbai,Convenience Store,monsoon,8590.42,22,78.0,293,52,2,84.99
2025-02-27,IN-SKU-11981,Personal Care,Delhi NCR,Gurugram,Supermarket,winter,139.35,13,41.0,390,128,2,155.26
2024-10-12,IN-SKU-11982,Staples,Kerala,Thiruvananthapuram,Supermarket,festival,274.99,13,163.0,341,110,4,246.75
2023-01-07,IN-SKU-11983,Perishables,Kerala,Kozhikode,Online,winter,75.73,5,72.0,397,112,8,151.58
2023-07-12,IN-SKU-11984,Staples,Tamil Nadu,Chennai,Hypermarket,monsoon,630.86,17,75.0,329,130,6,139.8
2025-03-24,IN-SKU-11985,Electronics,Karnataka,Bengaluru,Convenience Store,summer,20674.14,30,96.0,417,53,8,35.74
2025-06-18,IN-SKU-11986,Personal Care,Karnataka,Bengaluru,Hypermarket,summer,261.55,16,298.0,391,149,2,237.89
2025-10-02,IN-SKU-11987,Electronics,Kerala,Kochi,Convenience Store,festival,21504.85,15,143.0,182,91,3,69.84
2024-04-01,IN-SKU-11988,FMCG,Telangana,Warangal,Convenience Store,,197.21,20,250.0,231,170,7,227.9
2024-09-03,IN-SKU-11989,Home Care,Telangana,Hyderabad,Hypermarket,monsoon,439.07,29,92.0,372,144,3,160.86
2025-12-21,IN-SKU-11990,Electronics,Maharashtra,Mumbai,Supermarket,,18987.4,17,301.0,329,145,10,137.06
2023-11-17,IN-SKU-11991,Electronics,Delhi NCR,Gurugram,Hypermarket,festival,21341.51,16,294.0,240,89,9,162.98
2023-08-24,IN-SKU-11992,Perishables,Tamil Nadu,Chennai,Online,monsoon,259.28,25,286.0,260,98,7,267.08
2024-12-19,IN-SKU-11993,Electronics,Delhi NCR,Gurugram,Convenience Store,winter,18360.95,22,118.0,30,86,8,38.53
2025-02-10,IN-SKU-11994,FMCG,Delhi NCR,Noida,Convenience Store,winter,152.71,0,62.0,52,76,10,156.19
2023-11-08,IN-SKU-11995,FMCG,Delhi NCR,Gurugram,Convenience Store,festival,445.1,12,128.0,366,148,8,217.56
2023-09-18,IN-SKU-11996,FMCG,Kerala,Kochi,Convenience Store,monsoon,393.28,4,157.0,43,54,2,175.91
2024-06-12,IN-SKU-11997,Personal Care,Delhi NCR,Gurugram,Hypermarket,summer,807.4,16,269.0,99,103,7,246.4
2023-01-10,IN-SKU-11998,FMCG,Delhi NCR,Gurugram,Hypermarket,winter,311.31,24,101.0,409,138,8,180.21
2024-05-15,IN-SKU-11999,Staples,Kerala,Kozhikode,Convenience Store,summer,570.96,0,182.0,57,171,7,189.95
2024-02-04,IN-SKU-12000,FMCG,Telangana,Warangal,Supermarket,winter,257.03,36,207.0,224,117,3,251.19
2023-09-20,IN-SKU-12001,FMCG,Delhi NCR,Gurugram,Supermarket,monsoon,,0,151.0,366,119,9,155.58
2025-12-27,IN-SKU-12002,Perishables,Maharashtra,Nagpur,Convenience Store,winter,209.0,35,73.0,226,166,4,192.65
2025-09-08,IN-SKU-12003,Perishables,Tamil Nadu,Coimbatore,Hypermarket,monsoon,137.67,39,262.0,195,111,3,267.69
2025-07-21,IN-SKU-12004,Personal Care,Delhi NCR,Noida,Online,monsoon,637.08,36,307.0,84,149,2,262.63
2024-05-23,IN-SKU-12005,Home Care,Kerala,Kozhikode,Convenience Store,summer,310.53,15,139.0,183,60,10,128.41
2023-04-12,IN-SKU-12006,Staples,Karnataka,Bengaluru,Hypermarket,summer,438.56,32,,172,87,6,167.62
2023-12-08,IN-SKU-12007,Personal Care,Maharashtra,Pune,Online,winter,668.62,18,302.0,291,100,5,258.15
2023-09-25,IN-SKU-12008,FMCG,Maharashtra,Pune,Hypermarket,monsoon,326.57,11,227.0,147,153,8,255.53
2025-04-05,IN-SKU-12009,Perishables,Karnataka,Mysuru,Supermarket,summer,274.69,20,181.0,244,108,2,220.37
2023-02-27,IN-SKU-12010,FMCG,Kerala,Kozhikode,Supermarket,winter,445.92,39,164.0,147,103,7,200.78
2023-07-22,IN-SKU-12011,Home Care,Delhi NCR,Delhi,Supermarket,monsoon,620.47,3,274.0,359,75,10,180.54
2025-11-12,IN-SKU-12012,Perishables,Maharashtra,Pune,Hypermarket,festival,98.68,2,242.0,308,74,2,272.94
2025-03-22,IN-SKU-12013,Electronics,Tamil Nadu,Chennai,Convenience Store,summer,8405.76,30,24.0,407,123,9,62.45
2023-01-17,IN-SKU-12014,Home Care,Tamil Nadu,Chennai,Online,winter,692.45,30,133.0,32,104,3,150.68
2025-04-03,IN-SKU-12015,Perishables,Delhi NCR,Delhi,Supermarket,summer,151.72,34,269.0,274,50,2,288.58
2023-04-18,IN-SKU-12016,Home Care,Karnataka,Bengaluru,Online,summer,147.31,22,87.0,176,58,6,148.61
2023-06-20,IN-SKU-12017,Home Care,Maharashtra,Pune,Supermarket,summer,632.13,2,111.0,143,157,7,126.92
2025-09-29,IN-SKU-12018,Electronics,Kerala,Kochi,Supermarket,monsoon,1495.34,34,67.0,326,121,2,107.52
2024-05-20,IN-SKU-12019,Personal Care,Delhi NCR,Delhi,Supermarket,summer,,35,90.0,288,177,6,170.22
2024-10-06,IN-SKU-12020,Home Care,Delhi NCR,Delhi,Supermarket,festival,321.59,18,24.0,307,70,10,113.4
2023-02-08,IN-SKU-12021,Personal Care,Tamil Nadu,Coimbatore,Convenience Store,winter,607.03,30,212.0,159,162,7,206.11
2025-08-09,IN-SKU-12022,Staples,Maharashtra,Mumbai,Supermarket,monsoon,519.48,19,231.0,243,62,2,227.04
2025-01-26,IN-SKU-12023,Staples,Telangana,Warangal,Supermarket,winter,570.68,7,111.0,216,120,2,164.25
2023-08-29,IN-SKU-12024,Home Care,Tamil Nadu,Coimbatore,Convenience Store,monsoon,388.32,28,154.0,306,126,4,157.6
2024-01-28,IN-SKU-12025,FMCG,Maharashtra,Mumbai,Online,winter,94.65,27,134.0,115,169,5,211.85
2023-10-09,IN-SKU-12026,Perishables,Tamil Nadu,Coimbatore,Supermarket,festival,106.18,7,302.0,172,118,5,304.71
2024-03-27,IN-SKU-12027,FMCG,Kerala,Thiruvananthapuram,Online,,236.36,33,125.0,382,77,2,217.43
2025-06-14,IN-SKU-12028,Perishables,Delhi NCR,Delhi,Convenience Store,summer,70.86,10,239.0,71,131,10,237.69
2024-01-31,IN-SKU-12029,Personal Care,Tamil Nadu,Coimbatore,Supermarket,winter,408.92,30,93.0,130,176,9,190.35
2023-06-07,IN-SKU-12030,Personal Care,Telangana,Warangal,Supermarket,summer,875.46,1,125.0,22,162,8,138.28
2024-01-13,IN-SKU-12031,Perishables,Tamil Nadu,Coimbatore,Convenience Store,winter,125.56,17,186.0,131,123,4,197.95
2025-11-24,IN-SKU-12032,Electronics,Tamil Nadu,Chennai,Supermarket,festival,13642.69,14,111.0,297,62,3,88.74
2023-03-08,IN-SKU-12033,FMCG,Kerala,Kochi,Convenience Store,summer,339.45,30,100.0,282,152,8,176.29
2024-05-20,IN-SKU-12034,Staples,Tamil Nadu,Chennai,Supermarket,summer,47.46,23,26.0,116,177,5,129.43
2024-02-09,IN-SKU-12035,FMCG,Karnataka,Bengaluru,Convenience Store,winter,95.51,24,133.0,415,132,3,199.51
2024-03-12,IN-SKU-12036,FMCG,Kerala,Kochi,Online,summer,,27,26.0,236,90,9,136.14
2025-10-15,IN-SKU-12037,FMCG,Delhi NCR,Gurugram,Supermarket,festival,164.61,36,202.0,260,100,2,277.28
2023-12-14,IN-SKU-12038,Home Care,Telangana,Warangal,Supermarket,winter,235.81,32,84.0,387,81,2,166.22
2023-10-02,IN-SKU-12039,Electronics,Kerala,Kozhikode,Hypermarket,festival,21021.7,18,147.0,60,51,5,104.22
2024-08-16,IN-SKU-12040,Staples,Tamil Nadu,Coimbatore,Supermarket,monsoon,421.94,15,261.0,269,93,8,232.39
2024-09-22,IN-SKU-12041,Perishables,Maharashtra,Mumbai,Convenience Store,monsoon,226.23,20,50.0,386,67,3,123.94
2024-02-01,IN-SKU-12042,FMCG,Kerala,Kochi,Online,winter,424.02,27,175.0,223,93,5,194.39
2024-02-18,IN-SKU-12043,Home Care,Karnataka,Mysuru,Convenience Store,winter,211.21,24,294.0,106,50,9,230.16
2023-04-16,IN-SKU-12044,Staples,Telangana,Warangal,Online,summer,81.75,4,167.0,47,174,3,192.2
2023-08-09,IN-SKU-12045,Personal Care,Maharashtra,Pune,Online,monsoon,820.99,38,299.0,319,175,9,237.85
2025-04-05,IN-SKU-12046,Perishables,Karnataka,Bengaluru,Supermarket,summer,141.21,11,254.0,213,60,6,264.93
2024-09-21,IN-SKU-12047,Staples,Delhi NCR,Gurugram,Convenience Store,monsoon,559.08,17,173.0,272,78,4,177.79
2023-01-31,IN-SKU-12048,FMCG,Karnataka,Mysuru,Convenience Store,winter,188.11,29,155.0,292,110,6,235.52
2023-01-11,IN-SKU-12049,Staples,Delhi NCR,Gurugram,Supermarket,winter,220.0,8,,24,84,6,260.18
2023-03-28,IN-SKU-12050,Personal Care,Tamil Nadu,Chennai,Online,summer,526.37,3,128.0,337,65,4,116.82
2025-05-07,IN-SKU-12051,Home Care,Karnataka,Bengaluru,Supermarket,summer,348.86,27,308.0,249,99,8,268.17
2024-08-15,IN-SKU-12052,Home Care,Telangana,Warangal,Convenience Store,monsoon,727.69,16,216.0,145,132,6,185.09
2023-06-10,IN-SKU-12053,Staples,Delhi NCR,Noida,Hypermarket,summer,126.21,5,107.0,273,54,4,178.63
2023-05-10,IN-SKU-12054,Home Care,Delhi NCR,Delhi,Supermarket,summer,125.23,3,111.0,343,153,3,162.66
2025-10-07,IN-SKU-12055,Home Care,Tamil Nadu,Chennai,Hypermarket,festival,628.69,29,212.0,70,152,2,255.27
2023-08-10,IN-SKU-12056,Perishables,Tamil Nadu,Chennai,Supermarket,monsoon,200.69,27,274.0,355,141,2,261.2
2023-09-16,IN-SKU-12057,Staples,Telangana,Hyderabad,Convenience Store,monsoon,232.22,30,21.0,261,66,4,130.62
2025-08-25,IN-SKU-12058,Staples,Telangana,Hyderabad,Convenience Store,monsoon,414.71,33,144.0,291,153,5,182.13
2023-11-25,IN-SKU-12059,Electronics,Karnataka,Mysuru,Supermarket,festival,6795.35,3,251.0,112,69,5,211.13
2024-03-18,IN-SKU-12060,FMCG,Telangana,Hyderabad,Supermarket,summer,37.09,2,118.0,144,89,5,136.3
2024-06-13,IN-SKU-12061,FMCG,Maharashtra,Mumbai,Supermarket,summer,96.42,2,129.0,388,99,7,169.7
2025-05-28,IN-SKU-12062,FMCG,Karnataka,Bengaluru,Convenience Store,summer,331.87,20,313.0,395,131,2,271.08
2024-07-15,IN-SKU-12063,Staples,Kerala,Kozhikode,Supermarket,monsoon,50.74,36,195.0,230,176,4,243.48
2024-07-25,IN-SKU-12064,Staples,Tamil Nadu,Chennai,Hypermarket,monsoon,245.57,0,149.0,109,165,6,159.96
2025-08-25,IN-SKU-12065,Personal Care,Telangana,Hyderabad,Supermarket,monsoon,800.1,30,256.0,338,138,8,229.33
2025-04-07,IN-SKU-12066,FMCG,Delhi NCR,Gurugram,Convenience Store,summer,156.98,7,202.0,176,93,3,195.11
2024-01-18,IN-SKU-12067,Personal Care,Maharashtra,Mumbai,Convenience Store,winter,759.06,7,89.0,372,168,3,112.26
2023-09-11,IN-SKU-12068,Staples,Maharashtra,Mumbai,Convenience Store,monsoon,104.94,14,181.0,286,53,4,194.14
2025-08-10,IN-SKU-12069,Personal Care,Telangana,Warangal,Hypermarket,monsoon,853.26,35,219.0,131,53,3,229.81
2025-04-11,IN-SKU-12070,FMCG,Maharashtra,Mumbai,Convenience Store,summer,300.88,25,301.0,287,157,10,259.79
2025-01-05,IN-SKU-12071,FMCG,Delhi NCR,Noida,Convenience Store,winter,243.54,9,34.0,131,177,3,127.35
2025-03-21,IN-SKU-12072,Home Care,Kerala,Thiruvananthapuram,Supermarket,summer,530.62,19,130.0,187,158,7,153.87
2025-09-10,IN-SKU-12073,FMCG,Delhi NCR,Gurugram,Hypermarket,monsoon,261.89,11,88.0,376,99,8,186.06
2024-06-28,IN-SKU-12074,Staples,Kerala,Kochi,Convenience Store,summer,584.44,1,170.0,82,116,6,167.27
2023-09-03,IN-SKU-12075,Home Care,Delhi NCR,Gurugram,Online,monsoon,144.08,32,230.0,301,133,4,221.28
2023-04-07,IN-SKU-12076,Electronics,Maharashtra,Mumbai,Online,summer,782.23,36,86.0,296,78,5,172.45
2025-02-07,IN-SKU-12077,Staples,Tamil Nadu,Coimbatore,Online,winter,311.34,1,293.0,183,70,5,216.79
2023-10-20,IN-SKU-12078,Home Care,Kerala,Kozhikode,Online,festival,,13,49.0,277,46,10,148.72
2024-06-11,IN-SKU-12079,Staples,Telangana,Hyderabad,Supermarket,,492.03,9,110.0,190,174,2,159.84
2023-03-22,IN-SKU-12080,Home Care,Delhi NCR,Noida,Hypermarket,summer,369.75,27,91.0,237,170,4,153.25
2025-11-08,IN-SKU-12081,FMCG,Maharashtra,Nagpur,Supermarket,festival,276.01,11,,91,120,7,301.99
2025-03-02,IN-SKU-12082,FMCG,Maharashtra,Pune,Online,summer,390.1,28,167.0,388,122,2,227.93
2023-12-26,IN-SKU-12083,FMCG,Telangana,Warangal,Hypermarket,winter,423.16,40,131.0,103,48,10,207.97
2025-11-09,IN-SKU-12084,Staples,Kerala,Thiruvananthapuram,Convenience Store,festival,53.12,17,272.0,250,169,8,291.76
2023-11-08,IN-SKU-12085,Staples,Delhi NCR,Delhi,Online,festival,480.12,3,48.0,265,63,3,162.6
2024-01-06,IN-SKU-12086,Staples,Karnataka,Bengaluru,Supermarket,winter,377.56,34,196.0,181,159,9,225.56
2025-06-17,IN-SKU-12087,Home Care,Delhi NCR,Gurugram,Hypermarket,summer,211.55,32,237.0,47,49,7,225.54
2025-05-19,IN-SKU-12088,Staples,Karnataka,Bengaluru,Hypermarket,summer,119.29,28,110.0,197,96,2,204.9
2023-09-19,IN-SKU-12089,Perishables,Delhi NCR,Delhi,Hypermarket,monsoon,186.85,4,230.0,334,145,6,196.96
2025-12-01,IN-SKU-12090,Home Care,Delhi NCR,Noida,Convenience Store,winter,173.86,9,297.0,362,179,4,230.36
2023-10-11,IN-SKU-12091,FMCG,Maharashtra,Pune,Supermarket,festival,201.12,28,21.0,308,139,5,173.92
2023-12-12,IN-SKU-12092,FMCG,Karnataka,Bengaluru,Hypermarket,winter,242.43,2,121.0,268,49,2,159.4
2025-04-18,IN-SKU-12093,Staples,Kerala,Kozhikode,Supermarket,summer,460.19,29,255.0,46,115,5,252.11
2024-01-20,IN-SKU-12094,Staples,Maharashtra,Mumbai,Convenience Store,winter,588.93,36,316.0,253,89,10,275.69
2025-07-31,IN-SKU-12095,Perishables,Telangana,Warangal,Online,monsoon,33.16,34,85.0,88,94,9,189.1
2025-05-11,IN-SKU-12096,Home Care,Kerala,Thiruvananthapuram,Convenience Store,summer,170.53,40,129.0,292,143,4,172.86
2023-05-03,IN-SKU-12097,Electronics,Delhi NCR,Noida,Supermarket,summer,5822.08,3,78.0,392,138,5,89.21
2023-06-02,IN-SKU-12098,Staples,Kerala,Kochi,Convenience Store,summer,500.15,35,252.0,292,85,2,197.52
2023-06-05,IN-SKU-12099,Perishables,Telangana,Warangal,Supermarket,summer,102.18,40,192.0,176,74,5,237.03
2024-09-30,IN-SKU-12100,Home Care,Telangana,Hyderabad,Online,monsoon,344.61,22,297.0,34,142,5,248.91
2023-02-07,IN-SKU-12101,Personal Care,Kerala,Kochi,Hypermarket,winter,187.52,0,67.0,327,52,2,107.4
2023-05-02,IN-SKU-12102,Staples,Delhi NCR,Noida,Hypermarket,summer,146.23,31,153.0,77,143,9,195.36
2023-08-17,IN-SKU-12103,FMCG,Karnataka,Bengaluru,Online,monsoon,85.64,7,231.0,186,91,3,215.59
2023-04-14,IN-SKU-12104,Staples,Maharashtra,Mumbai,Supermarket,summer,252.79,33,171.0,74,163,9,239.23
2023-12-25,IN-SKU-12105,Staples,Karnataka,Mysuru,Online,winter,332.18,33,157.0,282,58,8,217.05
2024-10-22,IN-SKU-12106,Perishables,Delhi NCR,Gurugram,Hypermarket,festival,220.33,38,296.0,254,158,6,302.34
2025-09-09,IN-SKU-12107,Staples,Maharashtra,Mumbai,Convenience Store,monsoon,159.5,27,168.0,267,122,8,189.7
2025-11-24,IN-SKU-12108,Staples,Telangana,Hyderabad,Convenience Store,festival,356.51,35,270.0,223,123,6,275.8
2023-12-30,IN-SKU-12109,Personal Care,Maharashtra,Pune,Convenience Store,winter,660.62,34,267.0,414,50,5,236.04
2024-04-17,IN-SKU-12110,Home Care,Maharashtra,Pune,Convenience Store,summer,283.38,24,235.0,199,62,6,198.81
2024-04-18,IN-SKU-12111,Perishables,Karnataka,Bengaluru,Convenience Store,summer,,11,68.0,264,155,8,151.86
2025-07-17,IN-SKU-12112,Perishables,Karnataka,Mysuru,Supermarket,monsoon,102.59,23,153.0,344,47,6,205.02
2023-09-10,IN-SKU-12113,Staples,Kerala,Thiruvananthapuram,Convenience Store,monsoon,582.46,28,173.0,217,176,9,179.07
2025-06-19,IN-SKU-12114,FMCG,Delhi NCR,Noida,Hypermarket,summer,339.34,6,41.0,169,168,9,116.21
2023-07-27,IN-SKU-12115,Home Care,Tamil Nadu,Chennai,Hypermarket,monsoon,481.09,9,183.0,138,82,6,191.55
2025-02-19,IN-SKU-12116,Personal Care,Karnataka,Mysuru,Supermarket,winter,,2,160.0,214,52,6,165.09
2023-03-23,IN-SKU-12117,Personal Care,Maharashtra,Mumbai,Convenience Store,summer,114.22,17,55.0,284,104,8,115.47
2023-08-25,IN-SKU-12118,Perishables,Telangana,Hyderabad,Convenience Store,monsoon,146.35,4,49.0,48,99,6,120.15
